DNI,Nom,Cognoms,Nom complet,Nacimiento España,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Naixement,Edat,Increment
48108194K,Marta,Sánchez,Marta Sánchez,Sí,Espanya,Bilbao,1,9,1972,Dona,1211.7,No,Grup A,1972-09-01,53,0.05
36035835A,Toni,Romero,Toni Romero,Sí,Espanya,València,26,11,1991,Home,1445.85,Sí,Grup A,1991-11-26,34,0.05
25463106V,Núria,Ferrer,Núria Ferrer,Sí,Espanya,Barcelona,18,4,1957,,1465.8,Sí,Grup A,1957-04-18,69,0.05
89652804F,Marc,Ferrer Castells,Marc Ferrer Castells,Sí,Espanya,Barcelona,25,8,2002,Home,1755.6,No,Grup A,2002-08-25,23,0.05
42278299Y,Toni,Ferrer,Toni Ferrer,Sí,Espanya,Madrid,19,8,1967,Home,1641.15,No,Grup A,1967-08-19,58,0.05
35072309W,Pau,Ferrer,Pau Ferrer,Sí,Espanya,Bilbao,6,8,1964,Home,1213.8,No,Grup A,1964-08-06,61,0.05
85696755S,Marc,García,Marc García,Sí,Espanya,Barcelona,23,7,1998,Home,1408.05,Sí,Grup A,1998-07-23,27,0.05
45293682M,Joan,Sánchez,Joan Sánchez,Sí,Espanya,Sevilla,5,8,1988,Home,1125.6,Sí,Grup A,1988-08-05,37,0.05
68948799D,Clara,Castells García,Clara Castells García,Sí,Espanya,Bilbao,11,1,1964,Dona,1155.0,Sí,Grup A,1964-01-11,62,0.05
18522481J,Oriol,Martínez,Oriol Martínez,Sí,Espanya,Madrid,18,1,1994,Home,1580.25,No,Grup A,1994-01-18,32,0.05
23128433S,Anna,Müller,Anna Müller,No,Alemanya,Munic,18,3,1956,Dona,1344.0,No,Grup A,1956-03-18,70,0.05
43378401L,Núria,Castells Sánchez,Núria Castells Sánchez,Sí,Espanya,Sevilla,26,3,1975,Dona,698.25,No,Grup A,1975-03-26,51,0.05
77333333Q,Pau,Ferrer,Pau Ferrer,Sí,Espanya,Sevilla,1,1,1999,Home,1614.9,No,Grup A,1999-01-01,27,0.05
62356732M,Tiago,Silva Pereira,Tiago Silva Pereira,No,Portugal,Porto,24,3,1980,Home,1502.55,No,Grup A,1980-03-24,46,0.05
78286678X,Marc,García Ferrer,Marc García Ferrer,Sí,Espanya,València,16,8,1998,Home,1252.65,No,Grup A,1998-08-16,27,0.05
57021851P,Pau,Castells,Pau Castells,Sí,Espanya,Sevilla,23,3,1978,Home,859.95,No,Grup A,1978-03-23,48,0.05
76101195A,Jean,Lefevre,Jean Lefevre,No,França,Marsella,8,10,1959,Home,819.0,No,Grup A,1959-10-08,66,0.05
63688361W,Joan,García,Joan García,Sí,Espanya,Barcelona,24,12,1957,Home,1635.9,Sí,Grup A,1957-12-24,68,0.05
96178808S,Pau,Romero Castells,Pau Romero Castells,Sí,Espanya,Madrid,14,7,1996,Home,1629.6,Sí,Grup A,1996-07-14,29,0.05
98226417L,Giulia,Russo Conti,Giulia Russo Conti,No,Itàlia,Milà,25,2,1971,Dona,1096.2,No,Grup A,1971-02-25,55,0.05
99620931S,Clara,Sánchez Castells,Clara Sánchez Castells,Sí,Espanya,València,19,3,1972,Dona,1213.8,No,Grup A,1972-03-19,54,0.05
65405375Z,Marc,García Romero,Marc García Romero,Sí,Espanya,Sevilla,2,1,1982,Home,1182.3,No,Grup A,1982-01-02,44,0.05
10674532Q,Jordi,Castells Ferrer,Jordi Castells Ferrer,Sí,Espanya,Bilbao,23,2,1979,Home,1279.95,No,Grup A,1979-02-23,47,0.05
55464877X,Laia,Castells,Laia Castells,Sí,Espanya,Sevilla,6,10,1992,,1544.55,No,Grup A,1992-10-06,33,0.05
30574341W,Oriol,García,Oriol García,Sí,Espanya,Madrid,8,3,1954,Altres,1640.1,No,Grup A,1954-03-08,72,0.05
97566754L,Marc,Martínez Martínez,Marc Martínez Martínez,Sí,Espanya,Barcelona,6,4,2001,,1160.25,Sí,Grup A,2001-04-06,25,0.05
54607036B,Eva,Ferrer,Eva Ferrer,Sí,Espanya,Sevilla,24,1,1967,Dona,849.45,No,Grup A,1967-01-24,59,0.05
27007812G,Toni,Romero,Toni Romero,Sí,Espanya,Barcelona,9,12,1989,Home,1741.95,Sí,Grup A,1989-12-09,36,0.05
20733024B,Jordi,Ferrer Martínez,Jordi Ferrer Martínez,Sí,Espanya,Sevilla,26,1,1970,Home,1537.2,Sí,Grup A,1970-01-26,56,0.05
53967981Q,Pau,Sánchez,Pau Sánchez,Sí,Espanya,Madrid,1,12,1982,Altres,896.7,No,Grup A,1982-12-01,43,0.05
52195959W,Carla,Castells García,Carla Castells García,Sí,Espanya,Bilbao,7,1,1994,Dona,1358.7,No,Grup A,1994-01-07,32,0.05
93759961P,Alessandro,Russo Ferrari,Alessandro Russo Ferrari,No,Itàlia,Roma,13,8,1965,Home,987.0,No,Grup A,1965-08-13,60,0.05
45820844F,Michel,Lefevre,Michel Lefevre,No,França,Lió,14,1,1985,Home,862.05,Sí,Grup A,1985-01-14,41,0.05
89715580M,Salma,Zahraoui El Amrani,Salma Zahraoui El Amrani,No,Marroc,Rabat,28,9,1950,Dona,1198.05,No,Grup A,1950-09-28,75,0.05
14065699S,Núria,Sánchez,Núria Sánchez,Sí,Espanya,Sevilla,2,11,1991,Dona,1078.35,No,Grup A,1991-11-02,34,0.05
13695774G,Eva,Castells,Eva Castells,Sí,Espanya,Madrid,20,11,1957,Dona,1445.85,No,Grup A,1957-11-20,68,0.05
15812105B,Marc,Martínez Ferrer,Marc Martínez Ferrer,Sí,Espanya,Madrid,14,7,1971,Altres,1258.95,No,Grup A,1971-07-14,54,0.05
68523497H,Marta,Ferrer,Marta Ferrer,Sí,Espanya,Madrid,6,10,1986,Dona,1344.0,No,Grup A,1986-10-06,39,0.05
85011730B,Oriol,García Castells,Oriol García Castells,Sí,Espanya,Barcelona,18,6,1955,Home,1272.6,No,Grup A,1955-06-18,71,0.05
26724488C,Arnau,Ferrer Sánchez,Arnau Ferrer Sánchez,Sí,Espanya,Sevilla,3,5,1994,Home,1132.95,No,Grup A,1994-05-03,32,0.05
76202240S,Louis,Moreau,Louis Moreau,No,França,Lió,13,2,1974,Home,1747.2,Sí,Grup A,1974-02-13,52,0.05
59073585L,Oriol,Martínez Martínez,Oriol Martínez Martínez,Sí,Espanya,Sevilla,14,6,1991,,1178.1,Sí,Grup A,1991-06-14,35,0.05
65912422Z,Carla,López,Carla López,Sí,Espanya,Barcelona,18,7,1965,Dona,1216.95,Sí,Grup A,1965-07-18,60,0.05
18599075T,Eva,Sánchez,Eva Sánchez,Sí,Espanya,Sevilla,7,8,1992,Dona,1048.95,Sí,Grup A,1992-08-07,33,0.05
18968118M,Felipe,Gutiérrez Torres,Felipe Gutiérrez Torres,No,Colòmbia,Bogotà,25,10,2004,Home,1444.8,No,Grup A,2004-10-25,21,0.05
52655443Q,Gabriela,Cruz González,Gabriela Cruz González,No,Mèxic,Ciutat de Mèxic,3,1,1955,Dona,1084.65,Sí,Grup A,1955-01-03,71,0.05
77962069Z,Carla,Ferrer López,Carla Ferrer López,Sí,Espanya,València,2,4,1984,Dona,1569.75,Sí,Grup A,1984-04-02,42,0.05
79849410R,Carla,Ferrer López,Carla Ferrer López,Sí,Espanya,Sevilla,17,7,1982,Dona,856.8,No,Grup A,1982-07-17,43,0.05
58786173A,Laia,Martínez,Laia Martínez,Sí,Espanya,Madrid,26,2,1979,Dona,1371.3,No,Grup A,1979-02-26,47,0.05
80377928E,José,Hernández,José Hernández,No,Mèxic,Guadalajara,12,1,1992,Altres,1440.6,No,Grup A,1992-01-12,34,0.05
35319597A,Toni,López Castells,Toni López Castells,Sí,Espanya,Sevilla,18,8,1977,Home,810.6,No,Grup A,1977-08-18,48,0.05
78873166E,Beatriz,Ferreira Ferreira,Beatriz Ferreira Ferreira,No,Portugal,Lisboa,17,11,1952,,1022.7,No,Grup A,1952-11-17,73,0.05
50776135C,Laia,Ferrer,Laia Ferrer,Sí,Espanya,Barcelona,23,11,1972,Dona,987.0,No,Grup A,1972-11-23,53,0.05
20477181R,Anna,Castells García,Anna Castells García,Sí,Espanya,Barcelona,22,10,1952,Dona,732.9,No,Grup A,1952-10-22,73,0.05
96251362T,Oriol,Ferrer Martínez,Oriol Ferrer Martínez,Sí,Espanya,Barcelona,26,7,1950,Home,1001.7,No,Grup A,1950-07-26,75,0.05
21898585T,Jordi,Sánchez,Jordi Sánchez,Sí,Espanya,Barcelona,18,6,1981,Home,840.0,Sí,Grup A,1981-06-18,45,0.05
60439277L,Marc,Castells Sánchez,Marc Castells Sánchez,Sí,Espanya,Madrid,24,10,1974,Home,884.1,No,Grup A,1974-10-24,51,0.05
24418722F,Marta,Romero Sánchez,Marta Romero Sánchez,Sí,Espanya,Bilbao,19,7,1968,Dona,1087.8,No,Grup A,1968-07-19,57,0.05
93647831W,Jordi,Sánchez Martínez,Jordi Sánchez Martínez,Sí,Espanya,Barcelona,6,11,1998,Home,1149.75,No,Grup A,1998-11-06,27,0.05
63099488Q,Youssef,Fassi Zahraoui,Youssef Fassi Zahraoui,No,Marroc,Casablanca,8,3,2003,Home,1300.95,Sí,Grup A,2003-03-08,23,0.05
16775772V,Pau,López,Pau López,Sí,Espanya,Madrid,24,5,1977,Home,889.35,No,Grup A,1977-05-24,49,0.05
58136944R,Marta,Ferrer,Marta Ferrer,Sí,Espanya,Barcelona,28,6,2001,Dona,1368.15,Sí,Grup A,2001-06-28,25,0.05
43731528C,Oliver,Jones,Oliver Jones,No,Regne Unit,Londres,1,6,1959,Home,956.55,Sí,Grup A,1959-06-01,67,0.05
56628392X,Carla,García Martínez,Carla García Martínez,Sí,Espanya,Madrid,19,4,1981,Dona,1565.55,Sí,Grup A,1981-04-19,45,0.05
37718344N,Marta,García Sánchez,Marta García Sánchez,Sí,Espanya,València,3,2,1962,Dona,1176.0,Sí,Grup A,1962-02-03,64,0.05
77632270Q,Laia,Castells,Laia Castells,Sí,Espanya,Madrid,11,4,1986,Dona,962.85,No,Grup A,1986-04-11,40,0.05
80554783G,Sophie,Moreau Dubois,Sophie Moreau Dubois,No,França,Marsella,27,4,1956,Dona,1581.3,No,Grup A,1956-04-27,70,0.05
76674953J,Jordi,Sánchez,Jordi Sánchez,Sí,Espanya,Bilbao,5,3,1952,Home,1311.45,No,Grup A,1952-03-05,74,0.05
10261037F,Clara,Sánchez,Clara Sánchez,Sí,Espanya,Sevilla,14,10,1970,Dona,984.9,Sí,Grup A,1970-10-14,55,0.05
72940295V,Tiago,Oliveira,Tiago Oliveira,No,Portugal,Porto,22,3,1989,Home,1421.7,Sí,Grup A,1989-03-22,37,0.05
53263676R,Chloé,Girard,Chloé Girard,No,França,París,5,10,1952,Dona,778.05,Sí,Grup A,1952-10-05,73,0.05
69900538Q,Núria,López Romero,Núria López Romero,Sí,Espanya,Barcelona,17,9,1957,Dona,1099.35,No,Grup A,1957-09-17,68,0.05
97525504X,Laia,Martínez,Laia Martínez,Sí,Espanya,Barcelona,22,1,1951,Dona,1247.4,Sí,Grup A,1951-01-22,75,0.05
49833520M,Marta,García Romero,Marta García Romero,Sí,Espanya,Madrid,27,10,1984,Dona,1001.7,No,Grup A,1984-10-27,41,0.05
30736318Q,Élise,Moreau,Élise Moreau,No,França,París,25,7,2001,Dona,976.5,No,Grup A,2001-07-25,24,0.05
57192874B,Pau,Romero Romero,Pau Romero Romero,Sí,Espanya,Sevilla,12,4,1990,Home,987.0,No,Grup A,1990-04-12,36,0.05
31682831V,Daniela,Torres,Daniela Torres,No,Colòmbia,Medellín,17,5,1970,Dona,1117.2,Sí,Grup A,1970-05-17,56,0.05
81401769X,Clara,Ferrer,Clara Ferrer,Sí,Espanya,València,14,12,2002,Dona,1027.95,Sí,Grup A,2002-12-14,23,0.05
98052221N,Marta,Martínez,Marta Martínez,Sí,Espanya,Bilbao,22,6,1973,Dona,858.9,No,Grup A,1973-06-22,53,0.05
68625528R,Jordi,López,Jordi López,Sí,Espanya,València,1,5,1996,Home,1384.95,Sí,Grup A,1996-05-01,30,0.05
58101481N,Jordi,Sánchez,Jordi Sánchez,Sí,Espanya,Bilbao,20,4,1993,Home,1353.45,No,Grup A,1993-04-20,33,0.05
12401771G,Anna,García,Anna García,Sí,Espanya,Madrid,19,7,1972,,1069.95,No,Grup A,1972-07-19,53,0.05
16472230S,Clara,Ferrer García,Clara Ferrer García,Sí,Espanya,València,26,1,1957,Dona,730.8,Sí,Grup A,1957-01-26,69,0.05
29758839B,Eva,García Sánchez,Eva García Sánchez,Sí,Espanya,Madrid,28,5,1968,Dona,995.4,No,Grup A,1968-05-28,58,0.05
34349532Y,Marc,Ferrer Sánchez,Marc Ferrer Sánchez,Sí,Espanya,Barcelona,15,7,1977,Home,1757.7,No,Grup A,1977-07-15,48,0.05
52037173E,Núria,García Martínez,Núria García Martínez,Sí,Espanya,Barcelona,26,5,2005,Dona,1386.0,Sí,Grup A,2005-05-26,21,0.05
38355195J,Pau,Ferrer García,Pau Ferrer García,Sí,Espanya,València,14,9,1984,Home,1332.45,Sí,Grup A,1984-09-14,41,0.05
61746871V,Alessandro,Ferrari,Alessandro Ferrari,No,Itàlia,Torí,13,4,1972,Altres,1400.7,Sí,Grup A,1972-04-13,54,0.05
59810160K,Jordi,Romero Ferrer,Jordi Romero Ferrer,Sí,Espanya,Madrid,15,4,2002,Home,1353.45,No,Grup A,2002-04-15,24,0.05
10102138Q,Núria,Sánchez Martínez,Núria Sánchez Martínez,Sí,Espanya,Madrid,4,1,1958,Dona,1522.5,No,Grup A,1958-01-04,68,0.05
23266650S,Lea,Müller,Lea Müller,No,Alemanya,Hamburg,14,4,2003,Dona,1379.7,No,Grup A,2003-04-14,23,0.05
74165595P,Jordi,Castells,Jordi Castells,Sí,Espanya,Bilbao,1,6,1953,Home,1392.3,Sí,Grup A,1953-06-01,73,0.05
37325572G,Carla,López López,Carla López López,Sí,Espanya,Barcelona,7,3,1956,Dona,852.6,Sí,Grup A,1956-03-07,70,0.05
21309247F,Oriol,García Ferrer,Oriol García Ferrer,Sí,Espanya,Barcelona,9,12,2003,Home,1683.15,Sí,Grup A,2003-12-09,22,0.05
92913286B,Michel,Dubois Dubois,Michel Dubois Dubois,No,França,Lió,4,9,1979,Home,1149.75,No,Grup A,1979-09-04,46,0.05
71124235C,Carla,Ferrer,Carla Ferrer,Sí,Espanya,Barcelona,27,10,1987,Dona,877.8,No,Grup A,1987-10-27,38,0.05
42839231P,Arnau,López Martínez,Arnau López Martínez,Sí,Espanya,Barcelona,15,11,1972,Home,1666.35,No,Grup A,1972-11-15,53,0.05
90781919E,Miguel,González,Miguel González,No,Mèxic,Guadalajara,15,9,1955,Home,1232.7,No,Grup A,1955-09-15,70,0.05
43099073D,Marc,Martínez Martínez,Marc Martínez Martínez,Sí,Espanya,Bilbao,4,1,2001,Home,1751.4,Sí,Grup A,2001-01-04,25,0.05
71930041T,Oriol,Romero Castells,Oriol Romero Castells,Sí,Espanya,València,25,4,1970,Home,1539.3,No,Grup A,1970-04-25,56,0.05
20637004R,Jordi,Romero López,Jordi Romero López,Sí,Espanya,Sevilla,13,3,1973,Home,1434.3,No,Grup A,1973-03-13,53,0.05
16777341F,José,González,José González,No,Mèxic,Ciutat de Mèxic,16,8,1973,Home,1077.3,No,Grup A,1973-08-16,52,0.05
38867232T,Eva,García,Eva García,Sí,Espanya,València,28,9,1950,Dona,793.8,No,Grup A,1950-09-28,75,0.05
15056420W,George,Taylor Taylor,George Taylor Taylor,No,Regne Unit,Londres,8,9,1965,Home,1191.75,Sí,Grup A,1965-09-08,60,0.05
21786454M,Laia,Martínez,Laia Martínez,Sí,Espanya,Barcelona,11,2,1951,Dona,1371.3,No,Grup A,1951-02-11,75,0.05
28269893J,Joan,Martínez Martínez,Joan Martínez Martínez,Sí,Espanya,València,1,2,1960,Home,1060.5,No,Grup A,1960-02-01,66,0.05
26819385K,Sara,Torres Castro,Sara Torres Castro,No,Colòmbia,Medellín,8,8,1987,Dona,1097.25,No,Grup A,1987-08-08,38,0.05
66434842X,James,Smith,James Smith,No,Regne Unit,Londres,1,6,1954,Home,1131.9,No,Grup A,1954-06-01,72,0.05
63679621R,Laia,Martínez Romero,Laia Martínez Romero,Sí,Espanya,Barcelona,5,9,1958,Dona,1097.25,No,Grup A,1958-09-05,67,0.05
12700084Q,Pau,Ferrer López,Pau Ferrer López,Sí,Espanya,Madrid,16,2,1966,,1242.15,Sí,Grup A,1966-02-16,60,0.05
62868203H,Marta,López,Marta López,Sí,Espanya,Madrid,26,8,1988,Dona,1405.95,Sí,Grup A,1988-08-26,37,0.05
94719538H,Carla,Romero Ferrer,Carla Romero Ferrer,Sí,Espanya,Sevilla,28,5,1991,Dona,766.5,No,Grup A,1991-05-28,35,0.05
57512928A,Laura,Castro Gutiérrez,Laura Castro Gutiérrez,No,Colòmbia,Bogotà,18,2,1950,Dona,1044.75,No,Grup A,1950-02-18,76,0.05
80030295H,Carla,Romero López,Carla Romero López,Sí,Espanya,Barcelona,23,5,2002,Dona,814.8,Sí,Grup A,2002-05-23,24,0.05
25373007Z,Eva,García,Eva García,Sí,Espanya,Madrid,10,3,1971,,1289.4,Sí,Grup A,1971-03-10,55,0.05
90109014Q,Mia,Schneider Müller,Mia Schneider Müller,No,Alemanya,Munic,28,3,1957,Dona,804.3,No,Grup A,1957-03-28,69,0.05
54523654J,Jordi,Romero Romero,Jordi Romero Romero,Sí,Espanya,València,11,6,1984,Home,1020.6,No,Grup A,1984-06-11,42,0.05
14486584J,Marta,Romero Castells,Marta Romero Castells,Sí,Espanya,València,12,12,1988,Dona,876.75,No,Grup A,1988-12-12,37,0.05
74694535Z,Lucía,Fernández,Lucía Fernández,No,Argentina,Buenos Aires,8,8,1953,Dona,802.2,No,Grup A,1953-08-08,72,0.05
29043853R,Toni,García Ferrer,Toni García Ferrer,Sí,Espanya,València,22,9,1988,Home,1068.9,No,Grup A,1988-09-22,37,0.05
87981337P,Amina,Zahraoui Fassi,Amina Zahraoui Fassi,No,Marroc,Casablanca,20,1,1984,Dona,1162.35,No,Grup A,1984-01-20,42,0.05
44910416G,Toni,Romero,Toni Romero,Sí,Espanya,València,17,2,2003,Home,1705.2,Sí,Grup A,2003-02-17,23,0.05
60957935K,Eva,López,Eva López,Sí,Espanya,Bilbao,26,12,1964,Dona,1274.7,No,Grup A,1964-12-26,61,0.05
57544317R,Louis,Girard Lefevre,Louis Girard Lefevre,No,França,Marsella,26,3,1983,Home,1059.45,Sí,Grup A,1983-03-26,43,0.05
38593878Z,Jordi,García,Jordi García,Sí,Espanya,Bilbao,11,1,1950,Home,1043.7,No,Grup A,1950-01-11,76,0.05
57180085D,Marta,López,Marta López,Sí,Espanya,Sevilla,25,8,1971,Dona,1108.8,Sí,Grup A,1971-08-25,54,0.05
23492566L,Arnau,Ferrer García,Arnau Ferrer García,Sí,Espanya,Sevilla,17,3,1989,Home,1445.85,No,Grup A,1989-03-17,37,0.05
47351659S,Salma,El Amrani,Salma El Amrani,No,Marroc,Casablanca,12,10,1987,Dona,1484.7,No,Grup A,1987-10-12,38,0.05
37774950Y,Carla,García,Carla García,Sí,Espanya,Barcelona,25,10,1952,Dona,997.5,No,Grup A,1952-10-25,73,0.05
65737147M,William,Brown Smith,William Brown Smith,No,Regne Unit,Londres,17,7,1959,Home,1204.35,Sí,Grup A,1959-07-17,66,0.05
16112726L,Clara,Castells Romero,Clara Castells Romero,Sí,Espanya,Barcelona,4,1,1999,Dona,1461.6,Sí,Grup A,1999-01-04,27,0.05
66520712S,Pau,Castells,Pau Castells,Sí,Espanya,Barcelona,1,7,1972,Home,1056.3,No,Grup A,1972-07-01,54,0.05
47195129C,Jordi,López,Jordi López,Sí,Espanya,València,24,10,1954,Home,1107.75,No,Grup A,1954-10-24,71,0.05
